,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_y_predict_probability
980,"BPM,平台,系統,主管,已經,簽核,同意,加班,申,同仁,畫面,申中,今天,結算日,希望,五點,以前,解決",3,R&D資訊系統,0,"[2.9872948e-05 7.3147260e-02 3.5971522e-02 5.9915060e-01 9.6325180e-05
 6.5396691e-04 6.9143134e-03 2.8403619e-01]"
3445,"BPM,平台,系統,反映,PLM,系統,忘記,密碼,無法,問題,酖,找到,系統,分類,任意,選一個",5,SAP-2X8(QSMC),0,"[9.0676639e-03 2.1677591e-02 4.3286808e-02 3.9912793e-03 1.4205153e-04
 8.4972644e-01 7.0003301e-02 2.1049739e-03]"
7745,"SAP,168,QCI,終止,TSA1,印表機,列印,重複,文件",0,BPM平台系統,4,"[9.8665154e-01 1.8940635e-05 2.8841934e-05 1.3469005e-05 6.2455330e-03
 6.3913553e-03 6.4595538e-04 4.3838768e-06]"
1904,"BPM,平台,系統,送出,後會,出現,錯誤,錯誤,訊息,位置,資料,列",3,R&D資訊系統,0,"[9.4232215e-05 3.5603423e-02 1.6123876e-02 8.8058704e-01 1.0867660e-04
 3.1194370e-04 6.6087902e-02 1.0828450e-03]"
1442,"BPM,平台,系統,放行,頁面,Print,鈕,無法,下載,PDF,檔,放行",3,R&D資訊系統,0,"[5.1877203e-05 9.8063149e-02 5.4812774e-02 6.7736048e-01 1.1172696e-04
 1.0957432e-03 1.3320377e-02 1.5518385e-01]"
3507,"BPM,平台,系統,BPM,系統,錯誤",6,內部資訊系統,0,"[7.3024287e-04 8.4975295e-02 9.1820352e-02 1.8223095e-01 1.3585450e-04
 5.4859514e-03 6.3435590e-01 2.6544146e-04]"
3842,"SAP,168,QCI,ECN,已經,release,曾經,一個,網站,查詢,網站,已經,掛了,現在,無法,直接,查詢",0,BPM平台系統,4,"[9.76949811e-01 8.32107980e-05 1.08565444e-04 4.84805969e-05
 4.55448497e-03 1.56108849e-02 2.63810647e-03 6.50287802e-06]"
3662,"SAP,2X8,QSMC,user,須要,調出,前四週,MRP,資料,相關,同仁",6,內部資訊系統,5,"[0.00273218 0.18788688 0.3023743  0.04986313 0.00041061 0.11254263
 0.33950314 0.00468706]"
4322,"SAP,168,QCI,user,表示,想撈,SAP,2012,月,前,資料,現在,已經,無法,撈到,是否,方法,做",0,BPM平台系統,4,"[8.0637479e-01 4.2014486e-05 7.6521035e-05 4.5260142e-05 1.8420434e-01
 7.8503573e-03 1.3881795e-03 1.8504197e-05]"
8206,"SAP,168,QCI,執行,程式,很慢",0,BPM平台系統,4,"[9.8558110e-01 1.7561730e-05 2.7376322e-05 1.3015186e-05 7.7667697e-03
 5.9863972e-03 6.0307630e-04 4.6956920e-06]"
821,"BPM,平台,系統,出現,錯誤,訊息,無法,使用",2,GOC,0,"[5.9764361e-04 2.2652021e-01 3.3895940e-01 1.1156449e-01 1.2092834e-04
 2.3033427e-02 2.9429865e-01 4.9052760e-03]"
14061,"網管,今天,早上,拿去,給葉,依萍,小姐,看過,無法,開機,問題,葉,小姐,光碟,修復,成功,回來,填,單子,回來,後,重,開機,放著,慢慢開,開,一個,半小時,後,成功,開進,系統,懷,懝,硬體,問題,掃描,一下,硬碟,壞軌,2%,硬碟,自我,檢查,狀況,warning,麻煩,一下",6,內部資訊系統,7,"[0.01462416 0.10945337 0.17822266 0.11153815 0.00084489 0.1802713
 0.39483303 0.01021246]"
5121,"R,D,資訊,系統,當在,QSIT,Project,Crate,modify,進行到,下一步,Stage,Date,選項,時,系統,出現,Data,Failed,訊息,可否,儘速,問題",2,GOC,3,"[9.1105443e-04 2.3671134e-01 3.1180462e-01 1.7581950e-01 1.3272012e-04
 7.1127482e-02 1.5916042e-01 4.4332970e-02]"
7223,"SAP,168,QCI,user,account,無法,使用",0,BPM平台系統,4,"[9.8777252e-01 2.0875663e-05 3.0597195e-05 1.3652575e-05 4.2410861e-03
 7.2317515e-03 6.8527862e-04 4.1614103e-06]"
11791,"內部,資訊,系統,預約,會議室,無法,使用",2,GOC,6,"[6.7620049e-04 2.3331049e-01 3.6035338e-01 9.6490987e-02 1.3581745e-04
 2.9059304e-02 2.7380893e-01 6.1648837e-03]"
3091,"SAP,168,QCI,使用,第一層,帳號,406,登入,原本,下載,料號,資料,現在,變成,權限",0,BPM平台系統,4,"[9.8209202e-01 2.9415056e-05 4.4087086e-05 2.1292586e-05 8.6301174e-03
 8.1799682e-03 9.9771272e-04 5.4694260e-06]"
579,"CAMP,廠商,打來,詢問,使用,CAMP,系統,上傳,發票,以下,廠商,聯繫,方式,廠商,龍,大昌,電話,8684,1618,215,吳,小姐",7,網管,1,"[9.43983559e-06 2.76933890e-02 1.42860925e-02 1.85320407e-01
 4.02066071e-05 2.66998162e-04 1.49095198e-03 7.70892501e-01]"
1229,"BPM,平台,系統,出差,申單,送出,時,出現,錯誤,訊息",5,SAP-2X8(QSMC),0,"[1.17197027e-02 2.60327803e-03 4.80033923e-03 4.44588630e-04
 1.10424065e-04 9.64749277e-01 1.53572261e-02 2.15177090e-04]"
6814,"SAP,168,QCI,168,298,NB4,查詢,TAG",0,BPM平台系統,4,"[9.8729056e-01 1.9673216e-05 2.9463932e-05 1.3619585e-05 5.3881081e-03
 6.5850946e-03 6.6933088e-04 4.1731910e-06]"
631,"BPM,平台,系統,MRO,PO,收到,作業,通知,顯示,已,完成,簽核,現在,無法,進行,收料,簽核,狀態,顯示,簽核,中",3,R&D資訊系統,0,"[2.8310436e-05 7.3743030e-02 3.8586643e-02 4.9937671e-01 9.1613219e-05
 6.0829043e-04 5.7494021e-03 3.8181612e-01]"
625,"BPM,平台,系統,使用,反應,驗收,無法,簽核",2,GOC,0,"[3.7683555e-04 2.8019631e-01 4.2120573e-01 1.0379301e-01 8.5775224e-05
 2.6489092e-02 1.4709453e-01 2.0758675e-02]"
6282,"SAP,168,QCI,218,第二層,帳號,顯示,密碼,錯誤",0,BPM平台系統,4,"[9.6779567e-01 2.0009013e-05 3.3761044e-05 1.7792294e-05 2.5454121e-02
 5.9611080e-03 7.0996245e-04 7.5734083e-06]"
7524,"SAP,168,QCI,無法,登入",0,BPM平台系統,4,"[8.4829432e-01 1.8812934e-05 3.6225963e-05 2.0926667e-05 1.4552291e-01
 5.4694833e-03 6.1812403e-04 1.9161387e-05]"
26713,"網管,目前,CSMC,出差,CSMC,網路,速度,慢,開一個,簡單,網頁,十秒,以上,時間,圖片,資料,分析,內容,網頁,花費,時間,需要,分鐘,來計,build,期間,客人,meeting,需要,用到,網頁,查詢,FA,系統,公司,內部,網路,細項,需要,連到,客人,系統,上傳,資料,分析,網路,速度,已經,引起,客人,五月,CSMC,出差,時,早已,寫信,QCI,CSMC,MIS,反應,當時,CSMC,判斷,應該,Proxy,問題,同樣,網路,宿舍,使用,網路,不開,Proxy,情況,下,速度,正常,再次,QCI,告,下落,希望,這次,反應,有所,改善,已經,一次,客人,反應,這種,緩慢,速度,嚴重,影響,開會,效率",5,SAP-2X8(QSMC),7,"[0.10798575 0.09533323 0.12851928 0.12179986 0.01335026 0.26172316
 0.2369875  0.03430096]"
3438,"SAP,2X8,QSMC,ZMD5,無法,下載,BOM,表",2,GOC,5,"[0.00365042 0.18253382 0.29791072 0.03761296 0.0004343  0.22803064
 0.24051997 0.00930721]"
4738,"SAP,168,QCI,user,無法,列印,領料",0,BPM平台系統,4,"[9.5584482e-01 1.8620754e-05 3.2761480e-05 1.7319579e-05 3.7506443e-02
 5.9336848e-03 6.3631497e-04 1.0015498e-05]"
6760,"SAP,168,QCI,網站,無法,進入,qsbn,ap",0,BPM平台系統,4,"[9.8755580e-01 2.5462885e-05 3.5452125e-05 1.4857087e-05 2.6611849e-03
 8.9089843e-03 7.9424598e-04 4.0689592e-06]"
298,"BPM,平台,系統,送出,表單,時,瀏覽器,出現,潛在,風險,無法,送出,表單",2,GOC,0,"[3.8605623e-04 2.7247939e-01 4.0238577e-01 1.1428909e-01 9.0140486e-05
 2.3692811e-02 1.7177637e-01 1.4900320e-02]"
387,"CAMP,無法,進入,camp,系統,出現,這項,作業,電腦,作用,中,限制,取消,聯絡,系統,管理員,訊息,PS,人,QSMC,出差,儘快,解決,THX",2,GOC,1,"[5.3145754e-04 2.6306492e-01 3.7470871e-01 1.2718341e-01 9.7157383e-05
 4.1418348e-02 1.7129222e-01 2.1703804e-02]"
2097,"BPM,平台,系統,無法,簽核,驗收",2,GOC,0,"[4.2129497e-04 2.7947560e-01 4.2902270e-01 9.3230240e-02 8.8903100e-05
 3.1912282e-02 1.4214073e-01 2.3708217e-02]"
1338,"SAP,168,QCI,進入,內部,應用,系統,點選,csap27,無法,進入,sap,使用",0,BPM平台系統,4,"[6.2762654e-01 2.3170989e-05 4.5552108e-05 2.8855691e-05 3.6578298e-01
 5.7688002e-03 6.8994623e-04 3.4122160e-05]"
7646,"SAP,168,QCI,Two,issue,SI,couldn,t,be,processed,Delivery,GI,Billing,in,168,SI,couldn,t,be,processed,Billing,in,168",0,BPM平台系統,4,"[9.7972345e-01 5.6492885e-05 7.7562094e-05 3.3918837e-05 5.3223423e-03
 1.3051037e-02 1.7288759e-03 6.2103454e-06]"
10369,"內部,資訊,系統,主管,簽核,時,發生,錯誤,無法,簽核",3,R&D資訊系統,6,"[1.2258743e-04 4.2464804e-02 2.0975828e-02 8.4647673e-01 1.1790130e-04
 4.3405578e-04 8.8348366e-02 1.0597243e-03]"
1441,"BPM,平台,系統,無法,列印",2,GOC,0,"[5.4409058e-04 2.7430084e-01 4.3132478e-01 8.1088267e-02 1.0553634e-04
 4.2413455e-02 1.4489041e-01 2.5332576e-02]"
3434,"SAP,2X8,QSMC,黃,先生,SAP,account,QSMC,rd10,account,212,無,使用,權限,使用,要查,208,218,庫存,需要,帳號,登入",6,內部資訊系統,5,"[3.4951209e-03 1.3848269e-01 2.0742035e-01 5.2676477e-02 5.0682918e-04
 6.4275891e-02 5.3174472e-01 1.3979137e-03]"
3126,"BPM,平台,系統,BPM,設定,代理人,後,後面,發出,表單,套用,代理人,流程,新,代理人,收到,簽核,表單,通知",3,R&D資訊系統,0,"[2.5123089e-05 6.8481542e-02 3.3053603e-02 5.6140524e-01 9.0133013e-05
 5.3322932e-04 5.7987249e-03 3.3061242e-01]"
1146,"R,D,資訊,系統,無法,建立",2,GOC,3,"[3.9525039e-04 2.6018047e-01 3.7709987e-01 1.2750161e-01 9.1850103e-05
 2.0406822e-02 2.0405926e-01 1.0264853e-02]"
3289,"BPM,平台,系統,相關,詢問",2,GOC,0,"[4.5094875e-04 2.7801365e-01 4.3102059e-01 8.9180000e-02 9.4584320e-05
 3.3510540e-02 1.4447184e-01 2.3257848e-02]"
10901,"SAP,168,QCI,使用,中斷,線,無法,連上",0,BPM平台系統,4,"[9.8232538e-01 1.9477520e-05 3.0885720e-05 1.4907666e-05 1.0404440e-02
 6.5383078e-03 6.6092680e-04 5.7210696e-06]"
2958,"BPM,平台,系統,使用,反應,系統,問題,無法,抽單,顯示,伺服器,發生,錯誤",5,SAP-2X8(QSMC),0,"[8.1333090e-03 2.9423932e-02 6.0813863e-02 7.4500330e-03 1.4453796e-04
 7.0804268e-01 1.8525250e-01 7.3914038e-04]"
6127,"內部,資訊,系統,無法,正常,撥放",2,GOC,6,"[7.7109883e-04 2.1659052e-01 3.3193046e-01 9.7041130e-02 1.5090378e-04
 2.7248042e-02 3.2198420e-01 4.2836028e-03]"
3915,"內部,資訊,系統,求,恊,助,行動,BPM,簽核",2,GOC,6,"[3.7234617e-04 2.5695962e-01 3.6592540e-01 1.3795611e-01 9.3880175e-05
 1.6245876e-02 2.1363582e-01 8.8109877e-03]"
2153,"BPM,平台,系統,問題,單中,找,到,這一,項,轉單,Fred,User,問題,GWF147,這張,表單,Sap,產生,退料,單後要,建立,219,表單,寄發,郵件,流程,問題,詢問,表單,相關,人員,User,截圖,mail,負責,人",5,SAP-2X8(QSMC),0,"[1.9538254e-01 1.3963316e-03 2.6062313e-03 3.6377128e-04 1.0316849e-03
 7.8117079e-01 1.7895626e-02 1.5300122e-04]"
3508,"BPM,平台,系統,BPM,系統,錯誤",6,內部資訊系統,0,"[7.3024287e-04 8.4975295e-02 9.1820352e-02 1.8223095e-01 1.3585450e-04
 5.4859514e-03 6.3435590e-01 2.6544146e-04]"
6262,"SAP,2X8,QSMC,達丰,user,需要,修改,R10,JPNB5,PO,Table,Sworm",2,GOC,5,"[4.54385241e-04 2.79106349e-01 4.35746670e-01 8.74275044e-02
 1.07438944e-04 2.97044050e-02 1.45061970e-01 2.23912559e-02]"
5172,"內部,資訊,系統,幫其,主管,簽核,審核,員工,報名,課程,是否,表單",3,R&D資訊系統,6,"[1.79689989e-04 1.97088435e-01 1.72296509e-01 5.10113120e-01
 1.18072145e-04 4.06499859e-03 9.38561931e-02 2.22829953e-02]"
3353,"BPM,平台,系統,MYBPM,表單,查詢,出差,申單,查詢,點選,後,系統,反應",5,SAP-2X8(QSMC),0,"[8.3647426e-03 1.4729728e-02 2.9412381e-02 2.7764835e-03 1.1799857e-04
 8.7789768e-01 6.5858401e-02 8.4256585e-04]"
1385,"BPM,平台,系統,流程,跑錯",2,GOC,0,"[3.9686248e-04 2.8357878e-01 4.3316081e-01 9.2708416e-02 8.3691149e-05
 3.1864595e-02 1.2935449e-01 2.8852398e-02]"
4203,"內部,資訊,系統,無法,儲值",2,GOC,6,"[1.1397566e-03 2.2128056e-01 3.5548902e-01 7.2073631e-02 1.9521524e-04
 5.5652618e-02 2.8775731e-01 6.4118742e-03]"
816,"BPM,平台,系統,BPM,系統,錯誤",6,內部資訊系統,0,"[7.3024287e-04 8.4975295e-02 9.1820352e-02 1.8223095e-01 1.3585450e-04
 5.4859514e-03 6.3435590e-01 2.6544146e-04]"
5916,"SAP,168,QCI,USER,反應,說,之後,PO,不支,下,掉,大陸",0,BPM平台系統,4,"[9.7950292e-01 2.3756267e-05 3.7414331e-05 1.8654760e-05 1.2526335e-02
 7.0653623e-03 8.1950333e-04 6.1262026e-06]"
7277,"SAP,168,QCI,會計,部門,無法,登入,帳號,1141",0,BPM平台系統,4,"[9.8357230e-01 1.8875007e-05 2.9704721e-05 1.4327120e-05 9.4181010e-03
 6.2936731e-03 6.4769335e-04 5.2288433e-06]"
9728,"SAP,168,QCI,執行,zv33,1C0AZZZEL27,料號,查詢,到,BOM",0,BPM平台系統,4,"[9.8760790e-01 2.3230219e-05 3.3445136e-05 1.4777351e-05 3.8481315e-03
 7.7076592e-03 7.6084631e-04 4.0514046e-06]"
24752,"網管,老板,出差,澳洲,老板,登入,PC,密碼,錯誤,達,次導,無法,登入,求",3,R&D資訊系統,7,"[3.6396417e-05 7.2002776e-02 3.6271438e-02 6.0810053e-01 9.9734505e-05
 8.7270350e-04 7.8030103e-03 2.7481338e-01]"
3119,"BPM,平台,系統,BPM,系統,表單,無法,進入",2,GOC,0,"[2.6616469e-04 2.6083598e-01 3.0767801e-01 2.5526476e-01 1.0248258e-04
 1.0321180e-02 1.4785440e-01 1.7677005e-02]"
7915,"SAP,168,QCI,MBU,user,狀況,需,MIS",0,BPM平台系統,4,"[9.87696469e-01 2.04939879e-05 3.02285644e-05 1.35824375e-05
 4.51520365e-03 7.04170996e-03 6.78166340e-04 4.15797194e-06]"
7525,"SAP,168,QCI,user,無法,登入",0,BPM平台系統,4,"[9.3628728e-01 1.9036745e-05 3.4456269e-05 1.8741805e-05 5.7108875e-02
 5.8723097e-03 6.4701418e-04 1.2190222e-05]"
3122,"BPM,平台,系統,無法,上傳,excel,檔案,Cu00,申單",2,GOC,0,"[5.4947590e-04 2.6330203e-01 4.1014400e-01 9.0557709e-02 1.1344359e-04
 3.4119457e-02 1.8734469e-01 1.3869231e-02]"
27385,"網管,人,重慶,出差,聯絡,方式,9955,問題,OUTLook,設定,問題,詢問",5,SAP-2X8(QSMC),7,"[9.3935784e-03 7.4278884e-02 1.5152548e-01 1.7471677e-02 2.5560887e-04
 5.9591317e-01 1.3152586e-01 1.9635703e-02]"
7346,"SAP,168,QCI,無法,使用,CSAP3x",0,BPM平台系統,4,"[9.2117095e-01 1.8129034e-05 3.3499211e-05 1.8511493e-05 7.2537899e-02
 5.5941469e-03 6.1329617e-04 1.3561935e-05]"
936,"BPM,平台,系統,B,S,付款,流程,未,使用完,料件,並未,到,SALES,SALES,無法,HOLD,PAYMENT,Invoice,List,E54A,E001,73,E337,49,E341,Vendor,Code,Vendor,XETZAVG,XETZBSH,XETZCLN,XETZFOX,XETZG38,XETZG39,XETZG40,XETZG41,XETZG42,XETZG44,XETZG49,XETZG51,XETZG52,XETZHRS,XETZISE,XETZJAE,XETZKYO,XETZMAT,XETZMSC,XETZMUR,XETZNXP,XETZQCT,XETZRFM,XETZSAM,XETZSLE,XETZSMK,XETZSWI,XETZTAY,XETZTXC,XETZWIS,XETZWTC,XETZYAM,XETZYGO",2,GOC,0,"[2.9716644e-04 2.7946022e-01 3.7080881e-01 1.6702548e-01 9.0984591e-05
 1.6342597e-02 1.4608647e-01 1.9888308e-02]"
37307,"網管,User,美國,出差,帳號,密碼,過期,無法,收信,時差,關係,提供,另一,位,同事,Mail,做,聯繫,Alan,Dai,quantatw,com",3,R&D資訊系統,7,"[2.3523286e-05 4.9897611e-02 2.3556108e-02 5.2659953e-01 1.0502406e-04
 4.8174377e-04 5.2211541e-03 3.9411530e-01]"
8224,"SAP,168,QCI,QAC3,資料,for,帳號,ACC02,資料,刪除",0,BPM平台系統,4,"[9.87930059e-01 2.35675689e-05 3.34973265e-05 1.46258335e-05
 3.33729712e-03 7.89093785e-03 7.66022131e-04 3.91628055e-06]"
5488,"SAP,168,QCI,無法,登入",0,BPM平台系統,4,"[8.4829432e-01 1.8812934e-05 3.6225963e-05 2.0926667e-05 1.4552291e-01
 5.4694833e-03 6.1812403e-04 1.9161387e-05]"
9929,"SAP,168,QCI,ZMMI,轉倉,新增,完,單號,30,無,LINK,BPM",0,BPM平台系統,4,"[9.7801220e-01 5.7788453e-05 7.5923468e-05 2.8616802e-05 2.1347769e-03
 1.8078849e-02 1.6052648e-03 6.4727624e-06]"
3852,"SAP,168,QCI,User,反應,Realease,BOM,後,SAP,裡找,不到,相關,資料",0,BPM平台系統,4,"[8.85704935e-01 2.71885292e-05 4.96572466e-05 2.81744306e-05
 1.06004894e-01 7.28229946e-03 8.84632347e-04 1.82160038e-05]"
14884,"網管,開,機會,無法,連線,無法,開啟,遊覽,器,IE,關,機會,卡住,強制,關機,重新,開機,後,出現,錯誤,程式碼,035,系統,恢復,正常,有時,重,開機,後,重複,項目,重,開機,到,系統,恢復,正常",3,R&D資訊系統,7,"[2.3394063e-04 2.9903322e-02 1.9214261e-02 6.3569385e-01 1.0621164e-03
 9.2659175e-04 1.9192053e-02 2.9377389e-01]"
7330,"SAP,168,QCI,無法,登入",0,BPM平台系統,4,"[8.4829432e-01 1.8812934e-05 3.6225963e-05 2.0926667e-05 1.4552291e-01
 5.4694833e-03 6.1812403e-04 1.9161387e-05]"
5954,"SAP,168,QCI,無法,登入",0,BPM平台系統,4,"[8.4829432e-01 1.8812934e-05 3.6225963e-05 2.0926667e-05 1.4552291e-01
 5.4694833e-03 6.1812403e-04 1.9161387e-05]"
738,"BPM,平台,系統,APP91,此申,單發,通知,郵件,中,連結,無法,使用,確認,系統,發,通知,連結,是否,正常",3,R&D資訊系統,0,"[5.7292662e-05 3.6242429e-02 1.4984568e-02 9.0898836e-01 9.2389106e-05
 2.3471650e-04 3.7264194e-02 2.1361094e-03]"
6065,"SAP,168,QCI,2x8,PO,價錢,無法,同步,168",0,BPM平台系統,4,"[9.8646510e-01 2.9744249e-05 4.0625608e-05 1.6567439e-05 2.2944531e-03
 1.0238310e-02 9.1104722e-04 4.2082402e-06]"
3362,"BPM,平台,系統,無法,找到,對應,部門",2,GOC,0,"[4.2864008e-04 2.7749434e-01 4.2625847e-01 9.3763717e-02 9.2199312e-05
 3.0708168e-02 1.5069737e-01 2.0557072e-02]"
1281,"SAP,2X8,QSMC,BOM,issue,聯絡,電話",2,GOC,5,"[1.7867282e-03 2.1379870e-01 3.4474334e-01 5.8245391e-02 3.0500823e-04
 8.3036639e-02 2.9140994e-01 6.6742087e-03]"
1163,"BPM,平台,系統,操作,詢問",2,GOC,0,"[7.1320217e-04 2.6151365e-01 4.1727269e-01 7.6370634e-02 1.3329198e-04
 5.0044410e-02 1.7616001e-01 1.7792040e-02]"
6663,"SAP,168,QCI,sales,查詢,產線,產銷,PO",0,BPM平台系統,4,"[9.8865628e-01 1.6670021e-05 2.5061470e-05 1.1541900e-05 4.9056471e-03
 5.8103362e-03 5.7077955e-04 3.7597279e-06]"
8324,"SAP,168,QCI,printer,issue",0,BPM平台系統,4,"[9.3373406e-01 1.7706647e-05 3.2314005e-05 1.7729186e-05 6.0087111e-02
 5.4923068e-03 6.0669653e-04 1.2053633e-05]"
6,"CAMP,無法,上面,使用,CAMP,進行,表單,簽核,動作",2,GOC,1,"[3.4766665e-04 2.8812978e-01 4.2985037e-01 1.0180791e-01 7.8849080e-05
 2.8298328e-02 1.1540367e-01 3.6083404e-02]"
23,"CAMP,進入,CAMP,研發,服務,雲,icon,進一步,資訊,畫面,空白,發包,選單",3,R&D資訊系統,1,"[9.2635491e-05 1.3917592e-01 9.4334297e-02 6.3287520e-01 1.1708782e-04
 2.1762138e-03 2.6291953e-02 1.0493678e-01]"
1503,"SAP,168,QCI,連絡,電話",0,BPM平台系統,4,"[8.4084129e-01 1.8903931e-05 3.6519199e-05 2.1135873e-05 1.5294579e-01
 5.4990812e-03 6.1724556e-04 1.9949761e-05]"
9040,"SAP,168,QCI,無法,正常,printing",0,BPM平台系統,4,"[9.5020580e-01 1.7495209e-05 3.1260734e-05 1.6754509e-05 4.3562513e-02
 5.5530961e-03 6.0274458e-04 1.0326999e-05]"
6679,"SAP,168,QCI,level,login,fail",0,BPM平台系統,4,"[9.8007810e-01 1.6230964e-05 2.6655094e-05 1.3299544e-05 1.3844316e-02
 5.4472568e-03 5.6834816e-04 5.7621387e-06]"
7901,"SAP,168,QCI,printer,QAC4,印到,一半,印",0,BPM平台系統,4,"[9.7360218e-01 1.6330405e-05 2.7663713e-05 1.4176564e-05 2.0361016e-02
 5.3996057e-03 5.7214050e-04 6.9253265e-06]"
2932,"SAP,2X8,QSMC,user,申新,Account,消息,詢問,現在,情形",6,內部資訊系統,5,"[0.00505461 0.13234597 0.21046475 0.03898427 0.00058174 0.14313434
 0.4676206  0.00181373]"
2240,"R,D,資訊,系統,詢問,sharepoint,使用,方式",2,GOC,3,"[4.4516186e-04 2.5216848e-01 3.7136841e-01 1.2046134e-01 9.7878750e-05
 2.1795660e-02 2.2517034e-01 8.4927259e-03]"
1255,"BPM,平台,系統,BPM,申,名片,問題",5,SAP-2X8(QSMC),0,"[5.3421487e-03 7.1464077e-02 1.3450852e-01 1.3204765e-02 1.4844589e-04
 6.5294307e-01 1.0818804e-01 1.4200940e-02]"
380,"CAMP,您好,Android,安裝,CAMP,預設,Outlook,行事曆,問,設定,提醒,通知,可否,告知,Thanks",7,網管,1,"[1.3344374e-05 3.6173124e-02 1.8984649e-02 2.3030566e-01 4.7431440e-05
 3.8348165e-04 2.0564920e-03 7.1203578e-01]"
1108,"SAP,168,QCI,帳號,無法,登入,連絡,電話,382,",0,BPM平台系統,4,"[9.6791339e-01 2.2453152e-05 3.7623046e-05 1.9269997e-05 2.4354540e-02
 6.8822857e-03 7.6194521e-04 8.5197125e-06]"
21462,"BPM,平台,系統,Maggie,Tseng,曾,荷雅,045,更換,筆電,密碼,完成,後,再,重新,登入,時,無法,再,登入,需要,重新,設定,密碼",2,GOC,0,"[4.5875253e-04 2.5292671e-01 3.6772937e-01 1.2601751e-01 1.1223419e-04
 1.8529985e-02 2.2578438e-01 8.4411046e-03]"
1512,"BPM,平台,系統,畫面,異常",3,R&D資訊系統,0,"[4.6268968e-05 9.4555691e-02 5.7607111e-02 4.9200255e-01 9.1841750e-05
 1.2417145e-03 9.0537397e-03 3.4540114e-01]"
5777,"SAP,168,QCI,user,無法,login",0,BPM平台系統,4,"[9.6756518e-01 1.8163457e-05 3.1108633e-05 1.6103031e-05 2.5852425e-02
 5.8819540e-03 6.2697375e-04 8.2260040e-06]"
7964,"SAP,168,QCI,VD51,使用,說明",0,BPM平台系統,4,"[7.9783165e-01 1.7742537e-05 3.4909401e-05 2.0573227e-05 1.9642141e-01
 5.0777528e-03 5.7405565e-04 2.1826587e-05]"
844,"R,D,資訊,系統,問題,Lenovo,TPG,案子,Carlsgerg,Discrete,Dutton,Kabini,Miller,UMA,Miller,Kabini,project,information,頁面,中,customer,name,填錯,需由,原本,填錯,Lenovo,更改為,Lenovo,TPG,更改,問題,Lenovo,IPG,案子,中,U310T,UMA,NB2,CB,中,CL4,QB4,H01,案子,Kick,Off,後,無法,成功,人員,加到,案子,中,SubRole,欄位,下來,後,資料,Template,SubRole,Maintenance,中,己經,建立,SubRole,角色",6,內部資訊系統,3,"[2.3441277e-03 3.1544752e-02 3.8477384e-02 5.0765269e-02 2.3585386e-04
 7.9429075e-03 8.6864650e-01 4.3136166e-05]"
7341,"SAP,168,QCI,user,表示,目前,ACC16,帳號,去,使用,SAP,不知,每次,使用,時,去,run,一支,報表,程式",0,BPM平台系統,4,"[9.6774924e-01 3.3265806e-05 5.3432763e-05 2.7029077e-05 2.1763986e-02
 9.3001435e-03 1.0629350e-03 1.0120768e-05]"
2165,"BPM,平台,系統,新增,會簽,人員,報錯",2,GOC,0,"[3.0709055e-04 2.9059866e-01 4.1868782e-01 1.1698585e-01 7.7061064e-05
 2.3903446e-02 1.1434597e-01 3.5094056e-02]"
1330,"BPM,平台,系統,輸入,資產,編號,時,跳出,提示,視窗,表示,有效,資產,編號,電腦,後方,貼,編號,輸入",6,內部資訊系統,0,"[1.2426605e-03 4.7971401e-02 5.6166746e-02 8.9226536e-02 1.6120521e-04
 6.2314612e-03 7.9892009e-01 7.9863887e-05]"
5045,"SAP,168,QCI,達丰,user,詢問,SAP168,218,方面,Credit,memo,issue,Irwin,user,希望,13,30,前,得到,回覆",0,BPM平台系統,4,"[9.7289079e-01 4.4007382e-05 6.6914283e-05 3.2916563e-05 1.5946530e-02
 9.5462399e-03 1.4656668e-03 6.9665925e-06]"
26397,"網管,出差,使用,OpenVPN,登入,後,公司,Skype,Proxy,已,設定,卻,無法,連到,外面,網站,解答",3,R&D資訊系統,7,"[2.6708431e-05 5.6240652e-02 2.7772948e-02 4.7689462e-01 9.0243229e-05
 6.6111825e-04 5.0731627e-03 4.3324050e-01]"
6556,"SAP,168,QCI,密碼,忘了,Ext",0,BPM平台系統,4,"[9.8735678e-01 1.7982215e-05 2.7311376e-05 1.2765317e-05 5.9073563e-03
 6.0541239e-03 6.1954447e-04 4.0989275e-06]"
1660,"BPM,平台,系統,項目,自動,展延,不知,是否,系統,做過,更新,確認",3,R&D資訊系統,0,"[7.82757779e-05 1.15389839e-01 7.08457157e-02 7.22165346e-01
 1.18052194e-04 1.38871104e-03 2.57083084e-02 6.43057674e-02]"
793,"SAP,2X8,QSMC,PDM,資料,未,同步,到,268,中",2,GOC,5,"[4.87920683e-04 2.72016883e-01 4.21222329e-01 9.12799910e-02
 1.14884446e-04 2.85932571e-02 1.70192361e-01 1.60923265e-02]"
5129,"SAP,168,QCI,BOM,是否,展至,最下層",0,BPM平台系統,4,"[9.82841015e-01 1.63277618e-05 2.62956273e-05 1.28968995e-05
 1.09852115e-02 5.54364594e-03 5.69329946e-04 5.25219320e-06]"
5925,"SAP,168,QCI,ZMBR,七月,份,採購,資料,download,下來,求",0,BPM平台系統,4,"[9.8750478e-01 2.7197639e-05 3.7356334e-05 1.5608804e-05 2.3521909e-03
 9.2003793e-03 8.5855107e-04 3.9168649e-06]"
